total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
341753,1502,1251.429,6943,20,19.571,1547.147,6.8,5.665,31.432,0.091,0.089,1.3,,,,,,,,,35745,4609513,20.868,0.162,28568,0.129,0.044,22.8,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
343189,1436,1317,6968,25,20.714,1553.648,6.501,5.962,31.545,0.113,0.094,1.3,,,,,,,,,34400,4643913,21.023,0.156,30384,0.138,0.043,23.1,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
344839,1650,1392.286,6977,9,20.286,1561.118,7.47,6.303,31.586,0.041,0.092,1.3,,,,,,,,,32350,4676263,21.17,0.146,31053,0.141,0.045,22.3,,,,,,,,,,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
346476,1637,1459.429,7000,23,21.571,1568.529,7.411,6.607,31.69,0.104,0.098,1.3,,,,,,,,,33340,4709603,21.321,0.151,31823,0.144,0.046,21.8,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
348184,1708,1515.857,7021,21,22,1576.261,7.732,6.862,31.785,0.095,0.1,1.31,,,,,,,,,31904,4741507,21.465,0.144,32383,0.147,0.047,21.4,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
349992,1808,1588.143,7055,34,23.143,1584.446,8.185,7.19,31.939,0.154,0.105,1.31,,,,,,,,,31989,4773496,21.61,0.145,33158,0.15,0.048,20.9,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
352296,2304,1720.714,7092,37,24.143,1594.877,10.43,7.79,32.106,0.168,0.109,1.31,,,,,,,,,36686,4810182,21.776,0.166,33773,0.153,0.051,19.6,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
354461,2165,1815.429,7109,17,23.714,1604.678,9.801,8.219,32.183,0.077,0.107,1.3,,,,,,,,,36923,4847105,21.943,0.167,33942,0.154,0.053,18.7,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
356904,2443,1959.286,7141,32,24.714,1615.737,11.06,8.87,32.328,0.145,0.112,1.3,,,,,,,,,34535,4881640,22.1,0.156,33961,0.154,0.058,17.3,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
359032,2128,2027.571,7160,19,26.143,1625.371,9.634,9.179,32.414,0.086,0.118,1.28,,,,,,,,,39410,4921050,22.278,0.178,34970,0.158,0.058,17.2,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
361082,2050,2086.571,7193,33,27.571,1634.652,9.281,9.446,32.563,0.149,0.125,1.27,,,,,,,,,29511,4950561,22.412,0.134,34423,0.156,0.061,16.5,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
363380,2298,2170.857,7230,37,29.857,1645.055,10.403,9.828,32.731,0.168,0.135,1.27,,,,,,,,,29378,4979939,22.545,0.133,34062,0.154,0.064,15.7,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
365927,2547,2276.429,7248,18,27.571,1656.585,11.531,10.306,32.812,0.081,0.125,1.26,,,,,,,,,38544,5018483,22.719,0.174,34998,0.158,0.065,15.4,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
368665,2738,2338.429,7561,313,67,1668.981,12.395,10.586,34.229,1.417,0.303,1.25,,,,,,,,,36899,5055382,22.886,0.167,35029,0.159,0.067,15,,,,,,,,,,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
371508,2843,2435.286,7603,42,70.571,1681.851,12.871,11.025,34.419,0.19,0.319,1.24,,,,,,,,,42909,5098291,23.08,0.194,35884,0.162,0.068,14.7,,,,,,,,,,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
374173,2665,2467,7662,59,74.429,1693.916,12.065,11.168,34.687,0.267,0.337,1.23,,,,,,,,,43112,5141403,23.276,0.195,37109,0.168,0.066,15,,,,,,,,,,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
376929,2756,2556.714,7696,34,76.571,1706.392,12.477,11.574,34.841,0.154,0.347,1.22,,,,,,,,,38623,5180026,23.45,0.175,36997,0.167,0.069,14.5,,,,,,,,,,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
379883,2954,2685.857,7744,48,78.714,1719.765,13.373,12.159,35.058,0.217,0.356,1.21,,,,,,,,,36929,5216955,23.618,0.167,38056,0.172,0.071,14.2,,,,,,,,,,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
382892,3009,2787.429,7803,59,81.857,1733.387,13.622,12.619,35.325,0.267,0.371,1.2,,,,,,,,,39165,5256120,23.795,0.177,39454,0.179,0.071,14.2,,,,,,,,,,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
386198,3306,2895.857,7843,40,85,1748.354,14.967,13.11,35.506,0.181,0.385,1.18,,,,,,,,,41583,5297703,23.983,0.188,39889,0.181,0.073,13.8,,,,,,,,,,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
389311,3113,2949.429,7897,54,48,1762.447,14.093,13.352,35.75,0.244,0.217,1.17,,,,,,,,,45999,5343702,24.191,0.208,41189,0.186,0.072,14,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
392356,3045,2978.286,7942,45,48.429,1776.232,13.785,13.483,35.954,0.204,0.219,1.15,,,,,,,,,43214,5386916,24.387,0.196,41232,0.187,0.072,13.8,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
395185,2829,3001.714,7985,43,46.143,1789.039,12.807,13.589,36.149,0.195,0.209,1.14,,,,,,,,,48223,5435139,24.605,0.218,41962,0.19,0.072,14,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
398024,2839,3013.571,8025,40,47,1801.891,12.852,13.643,36.33,0.181,0.213,1.12,,,,,,,,,40369,5475508,24.788,0.183,42212,0.191,0.071,14,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
400482,2458,2942.714,8091,66,49.571,1813.019,11.128,13.322,36.629,0.299,0.224,1.11,,,,,,,,,33302,5508810,24.939,0.151,41694,0.189,0.071,14.2,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
403311,2829,2917,8166,75,51.857,1825.826,12.807,13.206,36.968,0.34,0.235,1.11,,,,,,,,,40969,5549779,25.124,0.185,41951,0.19,0.07,14.4,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
406810,3499,2944.571,8205,39,51.714,1841.666,15.84,13.33,37.145,0.177,0.234,1.1,,,,,,,,,35197,5584976,25.284,0.159,41039,0.186,0.072,13.9,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
410072,3262,2965.857,8260,55,51.857,1856.434,14.767,13.427,37.394,0.249,0.235,1.09,,,,,,,,,42563,5627539,25.476,0.193,40548,0.184,0.073,13.7,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
413191,3119,2976.429,8303,43,51.571,1870.554,14.12,13.475,37.588,0.195,0.233,1.08,,,,,,,,,44627,5672166,25.678,0.202,40750,0.184,0.073,13.7,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
416499,3308,3044.857,8361,58,53.714,1885.529,14.976,13.784,37.851,0.263,0.243,1.07,,,,,,,,,41175,5713341,25.865,0.186,39743,0.18,0.077,13.1,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
420294,3795,3181.429,8398,37,53.286,1902.71,17.18,14.403,38.019,0.168,0.241,1.06,,,,,,,,,41645,5754986,26.053,0.189,39925,0.181,0.08,12.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
423179,2885,3242.429,8487,89,56.571,1915.77,13.061,14.679,38.421,0.403,0.256,1.04,,,,,,,,,39256,5794242,26.231,0.178,40776,0.185,0.08,12.6,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
426142,2963,3261.571,8547,60,54.429,1929.184,13.414,14.765,38.693,0.272,0.246,1.03,,,,,,,,,33610,5827852,26.383,0.152,39725,0.18,0.082,12.2,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
429280,3138,3210,8603,56,56.857,1943.39,14.206,14.532,38.947,0.254,0.257,1.02,,,,,,,,,38092,5865944,26.556,0.172,40138,0.182,0.08,12.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
432327,3047,3179.286,8653,50,56.143,1957.184,13.794,14.393,39.173,0.226,0.254,1.01,,,,,,,,,40202,5906146,26.738,0.182,39801,0.18,0.08,12.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
435056,2729,3123.571,8724,71,60.143,1969.539,12.354,14.141,39.494,0.321,0.272,0.99,,,,,,,,,42596,5948742,26.931,0.193,39511,0.179,0.079,12.6,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
438425,3369,3132.286,8796,72,62.143,1984.79,15.252,14.18,39.82,0.326,0.281,0.98,,,,,,,,,41426,5990168,27.118,0.188,39547,0.179,0.079,12.6,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
440787,2362,2927.571,8832,36,62,1995.483,10.693,13.253,39.983,0.163,0.281,0.97,,,,,,,,,42222,6032390,27.309,0.191,39629,0.179,0.074,13.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
443246,2459,2866.714,8905,73,59.714,2006.616,11.132,12.978,40.314,0.33,0.27,0.96,,,,,,,,,31830,6064220,27.453,0.144,38568,0.175,0.074,13.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
445977,2731,2833.571,9010,105,66.143,2018.979,12.363,12.828,40.789,0.475,0.299,0.96,,,,,,,,,,,,,38951,0.176,0.073,13.7,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
448522,2545,2748.857,9080,70,68.143,2030.501,11.521,12.444,41.106,0.317,0.308,0.95,,,,,,,,,,6136799,27.782,,38694,0.175,0.071,14.1,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
451494,2972,2738.143,9164,84,73,2043.955,13.455,12.396,41.486,0.38,0.33,0.94,,,,,,,,,40090,6176889,27.963,0.181,38678,0.175,0.071,14.1,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
454673,3179,2802.429,9250,86,75.143,2058.347,14.392,12.687,41.876,0.389,0.34,0.94,,,,,,,,,39171,6216060,28.141,0.177,38188,0.173,0.073,13.6,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
457288,2615,2694.714,9330,80,76.286,2070.185,11.838,12.199,42.238,0.362,0.345,0.93,,,,,,,,,48075,6264135,28.358,0.218,39138,0.177,0.069,14.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
458968,1680,2597.286,9392,62,80,2077.791,7.606,11.758,42.518,0.281,0.362,0.92,,,,,,,,,37206,6301341,28.527,0.168,38422,0.174,0.068,14.8,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
460672,1704,2489.429,9474,82,81.286,2085.505,7.714,11.27,42.89,0.371,0.368,0.91,,,,,,,,,34772,6336113,28.684,0.157,38842,0.176,0.064,15.6,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
462814,2142,2405.286,9557,83,78.143,2095.202,9.697,10.889,43.265,0.376,0.354,0.91,,,,,,,,,34594,6370707,28.841,0.157,38600,0.175,0.062,16,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
465070,2256,2364,9668,111,84,2105.415,10.213,10.702,43.768,0.503,0.38,0.91,,,,,,,,,35574,6406281,29.002,0.161,38497,0.174,0.061,16.3,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
467222,2152,2246.857,9753,85,84.143,2115.157,9.742,10.172,44.153,0.385,0.381,0.92,,,,,,,,,21959,6428240,29.101,0.099,35907,0.163,0.063,16,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
469482,2260,2115.571,9816,63,80.857,2125.388,10.231,9.577,44.438,0.285,0.366,0.92,,,,,,,,,54649,6482889,29.349,0.247,38118,0.173,0.056,18,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
471335,1853,2006.714,9874,58,77.714,2133.777,8.389,9.085,44.701,0.263,0.352,0.92,,,,,,,,,40953,6523842,29.534,0.185,37101,0.168,0.054,18.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
473309,1974,2048.714,9929,55,76.714,2142.714,8.936,9.275,44.95,0.249,0.347,0.93,,,,,,,,,33270,6557112,29.685,0.151,36539,0.165,0.056,17.8,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
475085,1776,2059,9992,63,74,2150.754,8.04,9.321,45.235,0.285,0.335,0.94,,,,,,,,,32205,6589317,29.83,0.146,36172,0.164,0.057,17.6,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
477240,2155,2060.857,10047,55,70,2160.51,9.756,9.33,45.484,0.249,0.317,0.94,,,,,,,,,30666,6619983,29.969,0.139,35611,0.161,0.058,17.3,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
479715,2475,2092.143,10105,58,62.429,2171.714,11.205,9.471,45.746,0.263,0.283,0.95,,,,,,,,,36390,6656373,30.134,0.165,35727,0.162,0.059,17.1,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
482178,2463,2136.571,10176,71,60.429,2182.864,11.15,9.672,46.068,0.321,0.274,0.96,,,,,,,,,39695,6696068,30.314,0.18,38261,0.173,0.056,17.9,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
484362,2184,2125.714,10258,82,63.143,2192.752,9.887,9.623,46.439,0.371,0.286,0.96,,,,,,,,,41039,6737107,30.5,0.186,36317,0.164,0.059,17.1,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
486634,2272,2185.571,10311,53,62.429,2203.037,10.286,9.894,46.679,0.24,0.283,0.97,,,,,,,,,38200,6775307,30.672,0.173,35924,0.163,0.061,16.4,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
488529,1895,2174.286,10350,39,60.143,2211.616,8.579,9.843,46.855,0.177,0.272,0.97,,,,,,,,,44392,6819699,30.873,0.201,37512,0.17,0.058,17.3,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
490476,1947,2198.714,10409,59,59.571,2220.43,8.814,9.954,47.123,0.267,0.27,0.97,,,,,,,,,30168,6849867,31.01,0.137,37221,0.169,0.059,16.9,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
492594,2118,2193.429,10461,52,59.143,2230.019,9.588,9.93,47.358,0.235,0.268,0.98,,,,,,,,,35073,6884940,31.169,0.159,37851,0.171,0.058,17.3,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
495075,2481,2194.286,10511,50,58,2241.25,11.232,9.934,47.584,0.226,0.263,0.98,,,,,,,,,38917,6923857,31.345,0.176,38212,0.173,0.057,17.4,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
497510,2435,2190.286,10558,47,54.571,2252.274,11.023,9.916,47.797,0.213,0.247,0.99,,,,,,,,,40480,6964337,31.528,0.183,38324,0.173,0.057,17.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
499517,2007,2165,10598,40,48.571,2261.36,9.086,9.801,47.978,0.181,0.22,0.99,,,,,,,,,38369,7002706,31.702,0.174,37943,0.172,0.057,17.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
502416,2899,2254.571,10644,46,47.571,2274.484,13.124,10.207,48.186,0.208,0.215,0.99,,,,,,,,,40898,7043604,31.887,0.185,38328,0.174,0.059,17,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
504293,1877,2252,10676,32,46.571,2282.981,8.497,10.195,48.331,0.145,0.211,0.99,,,,,,,,,44410,7088014,32.088,0.201,38331,0.174,0.059,17,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
506701,2408,2317.857,10717,41,44,2293.882,10.901,10.493,48.517,0.186,0.199,0.98,,,,,,,,,34524,7122538,32.244,0.156,38953,0.176,0.06,16.8,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
508824,2123,2318.571,10772,55,44.429,2303.493,9.611,10.496,48.766,0.249,0.201,0.98,,,,,,,,,40088,7162626,32.426,0.181,39669,0.18,0.058,17.1,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
511921,3097,2406.571,10818,46,43.857,2317.514,14.02,10.895,48.974,0.208,0.199,0.98,,,,,,,,,39450,7202076,32.604,0.179,39746,0.18,0.061,16.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
514338,2417,2404,10863,45,43.571,2328.456,10.942,10.883,49.178,0.204,0.197,0.97,,,,,,,,,41574,7243650,32.793,0.188,39902,0.181,0.06,16.6,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
516770,2432,2464.714,10908,45,44.286,2339.466,11.01,11.158,49.382,0.204,0.2,0.96,,,,,,,,,40359,7284009,32.975,0.183,40186,0.182,0.061,16.3,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
519291,2521,2410.714,10951,43,43.857,2350.878,11.413,10.914,49.576,0.195,0.199,0.95,,,,,,,,,42422,7326431,33.167,0.192,40404,0.183,0.06,16.8,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
521211,1920,2416.857,10997,46,45.857,2359.57,8.692,10.941,49.784,0.208,0.208,0.94,,,,,,,,,41191,7367622,33.354,0.186,39944,0.181,0.061,16.5,,,,,,,,,,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
523011,1800,2330,11055,58,48.286,2367.719,8.149,10.548,50.047,0.263,0.219,0.93,,,,,,,,,37949,7405571,33.526,0.172,40433,0.183,0.058,17.4,,,,,,,,,,60.65,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
524783,1772,2279.857,11103,48,47.286,2375.741,8.022,10.321,50.264,0.217,0.214,0.92,,,,,,,,,36513,7442084,33.691,0.165,39923,0.181,0.057,17.5,,,,,,,,,,60.65,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
527146,2363,2175,11157,54,48.429,2386.439,10.698,9.846,50.509,0.244,0.219,0.92,,,,,,,,,39604,7481688,33.87,0.179,39945,0.181,0.054,18.4,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
528891,1745,2079,11204,47,48.714,2394.338,7.9,9.412,50.722,0.213,0.221,0.91,,,,,,,,,43744,7525432,34.068,0.198,40255,0.182,0.052,19.4,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
530818,1927,2006.857,11247,43,48.429,2403.062,8.724,9.085,50.916,0.195,0.219,0.9,,,,,,,,,36545,7561977,34.234,0.165,39710,0.18,0.051,19.8,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
532412,1594,1874.429,11295,48,49.143,2410.278,7.216,8.486,51.134,0.217,0.222,0.9,,,,,,,,,40403,7602380,34.417,0.183,39421,0.178,0.048,21,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
534041,1629,1832.857,11318,23,45.857,2417.653,7.375,8.298,51.238,0.104,0.208,0.9,,,,,,,,,40285,7642665,34.599,0.182,39292,0.178,0.047,21.4,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
535914,1873,1843.286,11376,58,45.857,2426.132,8.479,8.345,51.5,0.263,0.208,0.89,,,,,,,,,37577,7680242,34.769,0.17,39239,0.178,0.047,21.3,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
537477,1563,1813.429,11450,74,49.571,2433.208,7.076,8.21,51.835,0.335,0.224,0.89,,,,,,,,,42587,7722829,34.962,0.193,40106,0.182,0.045,22.1,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
539387,1910,1748.714,11514,64,51,2441.855,8.647,7.917,52.125,0.29,0.231,0.89,,,,,,,,,41285,7764114,35.149,0.187,40347,0.183,0.043,23.1,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
541031,1644,1734.286,11560,46,50.857,2449.297,7.443,7.851,52.333,0.208,0.23,0.89,,,,,,,,,40821,7804935,35.334,0.185,39929,0.181,0.043,23,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
543214,2183,1770.857,11623,63,53.714,2459.18,9.883,8.017,52.618,0.285,0.243,0.89,,,,,,,,,43381,7848316,35.53,0.196,40906,0.185,0.043,23.1,,,,,,,,,,57.87,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557
